effortid,date,year,month,day,population,area,section,activity,timestart,effort,observers,observernames,precip,cloud,windspeed,air,water,notchcode,turtleid,idquestionable,idcomments,obsid,method,utme,utmn,spatialproof,accuracy,accuracyDistance,sex,AgeAtCapture
10077,2006-06-17,2006,6,17,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Radio Tracking,20:35:00,6,2,"Jeffie McNeil, Tom Herman",None,0,Calm,0,0,,,,,,,,,,,,,
10083,2006-06-20,2006,6,20,ML (McGowan Lake),EB (East Brook),PR (Peninsula Road),Radio Tracking,20:30:00,10,1,Jeffie McNeil,None,100,Light,21,0,,,,,,,,,,,,,
10083,2006-06-20,2006,6,20,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Radio Tracking,20:50:00,10,1,Jeffie McNeil,,0,,0,0,,,,,,,,,,,,,
10083,2006-06-20,2006,6,20,ML (McGowan Lake),EB (East Brook),C4 (Cove 4),Radio Tracking,21:00:00,15,1,Jeffie McNeil,,0,,0,0,,,,,,,,,,,,,
10083,2006-06-20,2006,6,20,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Radio Tracking,21:18:00,9,1,Jeffie McNeil,,0,,0,0,,,,,,,,,,,,,
10084,2006-06-19,2006,6,19,ML (McGowan Lake),EB (East Brook),PR (Peninsula Road),Radio Tracking,22:16:00,48,2,"Jeffie McNeil, Tom Herman",,0,,0,0,,,,,,,,,,,,,
10086,2006-06-21,2006,6,21,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Radio Tracking,15:09:00,6,1,Jeffie McNeil,None,0,,0,0,,,,,,,,,,,,,
10086,2006-06-21,2006,6,21,ML (McGowan Lake),EB (East Brook),C4 (Cove 4),Radio Tracking,15:15:00,15,1,Jeffie McNeil,None,0,,0,0,,,,,,,,,,,,,
10098,2006-06-25,2006,6,25,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Radio Tracking,20:40:00,5,1,Jeffie McNeil,,0,,0,0,,,,,,,,,,,,,
10101,2006-06-28,2006,6,28,ML (McGowan Lake),WB (West Bog),1A (West Bog 1A),Visual Survey,20:15:00,10,1,Jeffie McNeil,None,40,Calm,26,24,,,,,,,,,,,,,
10101,2006-06-28,2006,6,28,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Visual Survey,20:35:00,15,1,Jeffie McNeil,None,40,Calm,26,25,,,,,,,,,,,,,
10114,2008-06-06,2008,6,6,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,18:00:00,10,2,"Jeffie McNeil, Troy Frech",None,100,Calm,20.5,0,,,,,,,,,,,,,
10115,2008-06-07,2008,6,7,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Visual Survey,17:50:00,10,1,Troy Frech,None,90,Calm,0,0,,,,,,,,,,,,,
10115,2008-06-07,2008,6,7,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Visual Survey,18:46:00,14,1,Troy Frech,None,90,Calm,0,0,,,,,,,,,,,,,
10116,2009-04-03,2009,4,3,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,14:50:00,50,2,"Jeffie McNeil, Troy Frech",Drizzle / Mist,100,Calm,10,1,,,,,,,,,,,,,
10118,2009-04-18,2009,4,18,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Radio Tracking,13:00:00,15,1,"Jeffie McNeil, Troy Frech",None,0,Calm,12,,,,,,,,,,,,,,
10118,2009-04-18,2009,4,18,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,13:00:00,15,1,"Jeffie McNeil, Troy Frech",None,0,Calm,12,,,,,,,,,,,,,,
10118,2009-04-18,2009,4,18,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,14:31:00,78,2,"Jeffie McNeil, Troy Frech",None,0,Calm,12,9,,,,,,,,,,,,,
10119,2009-04-20,2009,4,20,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Visual Survey,13:38:00,30,1,Jeffie McNeil,None,5,Calm,17,13,,,,,,,,,,,,,
10119,2009-04-20,2009,4,20,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Radio Tracking,14:08:00,16,1,Jeffie McNeil,None,5,Calm,17,13,,,,,,,,,,,,,
10119,2009-04-20,2009,4,20,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Radio Tracking,14:24:00,16,1,Jeffie McNeil,None,5,Light,16,12,,,,,,,,,,,,,
10119,2009-04-20,2009,4,20,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Visual Survey,16:25:00,20,1,Jeffie McNeil,None,0,Calm,16,15,,,,,,,,,,,,,
10154,2009-04-25,2009,4,25,ML (McGowan Lake),WB (West Bog),WR (Woods Road),Visual Survey,12:00:00,40,1,Troy Frech,None,0,Light,,,,,,,,,,,,,,,
10154,2009-04-25,2009,4,25,ML (McGowan Lake),WB (West Bog),HR (Henry Road),Visual Survey,13:40:00,15,1,Troy Frech,None,0,Calm,,,,,,,,,,,,,,,
10171,2009-01-06,2009,1,6,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Radio Tracking,13:00:00,60,2,"Jeffie McNeil, Troy Frech",None,30,Light,5,,,,,,,,,,,,,,
10174,2009-05-31,2009,5,31,ML (McGowan Lake),SD (South Deans),PP (Pats Point),Radio Tracking,20:35:00,5,1,"Jeffie McNeil, Troy Frech",None,70,Calm,,,,,,,,,,,,,,,
10175,2009-05-31,2009,5,31,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Visual Survey,19:00:00,20,1,Jeffie McNeil,None,70,Light,24,22,,,,,,,,,,,,,
10175,2009-05-31,2009,5,31,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Radio Tracking,19:20:00,10,1,Jeffie McNeil,None,70,Light,22,22,,,,,,,,,,,,,
10179,2009-06-01,2009,6,1,ML (McGowan Lake),WB (West Bog),NC (North Cove),Visual Survey,20:35:00,10,2,"Jeffie McNeil, Erik L'Heureux",None,5,Light,13,21,,,,,,,,,,,,,
10184,2009-06-02,2009,6,2,ML (McGowan Lake),WB (West Bog),NC (North Cove),Visual Survey,20:48:00,10,2,"Jeffie McNeil, Erik L'Heureux",None,0,Calm,,21,,,,,,,,,,,,,
10192,2009-06-04,2009,6,4,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Visual Survey,18:32:00,6,2,"Jeffie McNeil, Troy Frech",None,30,Calm,23,,,,,,,,,,,,,,
10204,2009-06-08,2009,6,8,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Check Traps,19:15:00,20,1,Jeffie McNeil,None,30,Light,20,22,,,,,,,,,,,,,
10204,2009-06-08,2009,6,8,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Check Traps,23:05:00,10,1,Jeffie McNeil,None,0,Calm,12,19,,,,,,,,,,,,,
10215,2009-06-09,2009,6,9,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Check Traps,23:33:00,12,2,"Jeffie McNeil, Troy Frech, Kirsten Campbell",None,100,Calm,12,19,,,,,,,,,,,,,
10216,2009-06-10,2009,6,10,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Bait and Check Traps,19:20:00,12,2,"Jeffie McNeil, Troy Frech",None,100,Moderate,11,16,,,,,,,,,,,,,
10227,2009-06-06,2009,6,6,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Check Traps,23:12:00,12,2,"Jeffie McNeil, Troy Frech, Megan Crowley",None,70,Calm,13,17.5,,,,,,,,,,,,,
10232,2009-06-11,2009,6,11,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Check Traps,19:14:00,10,1,Jeffie McNeil,Light Rain,100,Calm,16,16,,,,,,,,,,,,,
10246,2009-06-12,2009,6,12,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Check Traps,19:45:00,10,1,Jeffie McNeil,None,100,Light,18,17,,,,,,,,,,,,,
10246,2009-06-12,2009,6,12,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Check Traps,00:05:00,8,1,Jeffie McNeil,None,100,Calm,16,16,,,,,,,,,,,,,
10261,2009-06-14,2009,6,14,ML (McGowan Lake),WB (West Bog),E1 (Elizabeth Island 1),Radio Tracking,22:05:00,2,2,"Jeffie McNeil, Lilianne Arsenault",Drizzle / Mist,100,Calm,15,,,,,,,,,,,,,,
10288,2009-06-17,2009,6,17,ML (McGowan Lake),WB (West Bog),NB (North Cove Beach),Radio Tracking,21:42:00,2,2,"Jeffie McNeil, Lilianne Arsenault",None,0,Calm,15,,,,,,,,,,,,,,
10288,2009-06-17,2009,6,17,ML (McGowan Lake),WB (West Bog),NC (North Cove),Radio Tracking,23:10:00,2,1,"Jeffie McNeil, Lilianne Arsenault",None,0,Calm,10,,,,,,,,,,,,,,
10319,2009-06-16,2009,6,16,ML (McGowan Lake),EB (East Brook),PR (Peninsula Road),Visual Survey,14:00:00,10,1,Jeffie McNeil,None,50,Calm,20,,,,,,,,,,,,,,
10324,2009-06-15,2009,6,15,ML (McGowan Lake),WB (West Bog),NC (North Cove),Radio Tracking,23:23:00,1,1,Jeffie McNeil,None,0,Calm,,,,,,,,,,,,,,,
10333,2009-06-18,2009,6,18,ML (McGowan Lake),WB (West Bog),BC (West Bog Cove),Radio Tracking,00:45:00,5,1,Jeffie McNeil,None,40,Calm,,,,,,,,,,,,,,,
10335,2009-06-19,2009,6,19,ML (McGowan Lake),KM (Kempt),Mt (Mt Merrit Road),Radio Tracking,20:30:00,60,2,"Kirsten Campbell,Tom Herman, Erik L'Heureux",None,100,Light,,,,,,,,,,,,,,,
10335,2009-06-19,2009,6,19,ML (McGowan Lake),KM (Kempt),Mt (Mt Merrit Road),Radio Tracking,22:11:00,50,2,"Kirsten Campbell,Tom Herman, Erik L'Heureux",None,,Calm,,,,,,,,,,,,,,,
10336,2009-06-19,2009,6,19,ML (McGowan Lake),WB (West Bog),WR (Woods Road),Radio Tracking,21:34:00,60,2,"Kirsten Campbell, Tom Herman, Erik L'Heureux",None,100,Calm,,,,,,,,,,,,,,,
10336,2009-06-19,2009,6,19,ML (McGowan Lake),WB (West Bog),GP (Gravel Pit),Radio Tracking,22:08:00,6,2,"Kirsten Campbell, Tom Herman, Erik L'Heureux",None,,Calm,,,,,,,,,,,,,,,
10338,2009-06-24,2009,6,24,ML (McGowan Lake),KM (Kempt),LS (Little Swamp),Radio Tracking,16:32:00,116,2,"Brad Toms, Erik L'Heureux",None,23,Light,28,,,,,,,,,,,,,,
10517,2009-06-23,2009,6,23,ML (McGowan Lake),KM (Kempt),Mt (Mt Merrit Road),Radio Tracking,19:50:00,230,2,"Cecile Vuillermet, Erik L'Heureux, Troy Frech",None,100,Calm,21,,,,,,,,,,,,,,
10517,2009-06-23,2009,6,23,ML (McGowan Lake),KM (Kempt),MR (Martin Road),Radio Tracking,22:15:00,38,2,"Cecile Vuillermet, Erik L'Heureux, Troy Frech",None,100,Calm,21,,,,,,,,,,,,,,
10517,2009-06-23,2009,6,23,ML (McGowan Lake),KM (Kempt),Mt (Mt Merrit Road),Radio Tracking,22:42:00,39,3,"Cecile Vuillermet, Erik L'Heureux, Troy Frech",Mod - Heavy Rain,0,Calm,21,,,,,,,,,,,,,,
10517,2009-06-23,2009,6,23,ML (McGowan Lake),KM (Kempt),MI (MTRI),Radio Tracking,22:56:00,12,3,"Cecile Vuillermet, Erik L'Heureux, Troy Frech",None,0,Calm,,,,,,,,,,,,,,,
10517,2009-06-23,2009,6,23,ML (McGowan Lake),KM (Kempt),H8 (Highway 8),Radio Tracking,23:05:00,54,3,"Cecile Vuillermet, Erik L'Heureux, Troy Frech",None,0,Calm,,,,,,,,,,,,,,,
10517,2009-06-23,2009,6,23,ML (McGowan Lake),KM (Kempt),MI (MTRI),Radio Tracking,23:24:00,9,3,"Cecile Vuillermet, Erik L'Heureux, Troy Frech",Drizzle / Mist,0,Calm,,,,,,,,,,,,,,,
10517,2009-06-23,2009,6,23,ML (McGowan Lake),KM (Kempt),Mt (Mt Merrit Road),Radio Tracking,23:33:00,-4239,3,"Cecile Vuillermet, Erik L'Heureux, Troy Frech",None,0,Calm,20,,,,,,,,,,,,,,
10518,2009-06-23,2009,6,23,ML (McGowan Lake),AN (Albany New),AN (Albany New Road),Radio Tracking,00:02:00,18,3,"Cecille Vuillermet, Erik L'Heureux, Troy Frech",None,,,,,,,,,,,,,,,,,
10747,1996-06-29,1996,6,29,ML (McGowan Lake),KM (Kempt),HO (Holdrights Lake),Set Traps,14:30:00,240,2,"Jeffie McNeil, Nat McMaster",None,0,,0,0,,,,,,,,,,,,,
10748,1996-06-30,1996,6,30,ML (McGowan Lake),KM (Kempt),HO (Holdrights Lake),Check Traps,09:30:00,60,2,"Jeffie McNeil, Nat McMaster",None,0,Calm,0,0,,,,,,,,,,,,,
10749,1996-07-01,1996,7,1,ML (McGowan Lake),KM (Kempt),HO (Holdrights Lake),Pull Traps,15:30:00,80,2,"Jeffie McNeil, Nat McMaster",None,0,Light,0,22,,,,,,,,,,,,,
10772,2010-06-11,2010,6,11,ML (McGowan Lake),AN (Albany New),MM (Mt Merrit Brook),Set Traps,14:30:00,240,1,Colin Gray,None,30,Calm,23,20,,,,,,,,,,,,,
10773,2010-06-12,2010,6,12,ML (McGowan Lake),AN (Albany New),MW (Mt Merrit Brook West),Check Traps,09:00:00,90,1,Colin Gray,None,5,Calm,23,19,,,,,,,,,,,,,
10774,2010-06-13,2010,6,13,ML (McGowan Lake),AN (Albany New),MW (Mt Merrit Brook West),Bait and Check Traps,10:00:00,120,1,Colin Gray,None,5,Light,24,21,,,,,,,,,,,,,
10775,2010-06-14,2010,6,14,ML (McGowan Lake),AN (Albany New),MW (Mt Merrit Brook West),Pull Traps,10:00:00,120,1,Colin Gray,None,100,Calm,21,18,,,,,,,,,,,,,
10776,2010-06-17,2010,6,17,ML (McGowan Lake),MM (Mount Merrit Brook),M6 (Meadow 6),Set Traps,10:00:00,300,1,Colin Gray,Light Rain,100,Light,16,17,,,,,,,,,,,,,
10777,2010-06-18,2010,6,18,ML (McGowan Lake),MM (Mount Merrit Brook),M6 (Meadow 6),Check Traps,10:30:00,240,2,"Colin Gray, Jim Morse",None,0,Calm,19,0,,,,,,,,,,,,,
10778,2010-06-19,2010,6,19,ML (McGowan Lake),MM (Mount Merrit Brook),M6 (Meadow 6),Bait and Check Traps,10:00:00,150,1,Colin Gray,None,10,Calm,23,20,,,,,,,,,,,,,
10779,2010-06-20,2010,6,20,ML (McGowan Lake),MM (Mount Merrit Brook),M6 (Meadow 6),Check Traps,10:00:00,150,1,Colin Gray,Light Rain,100,Light,23,21,,,,,,,,,,,,,
10780,2010-06-21,2010,6,21,ML (McGowan Lake),MM (Mount Merrit Brook),M6 (Meadow 6),Pull Traps,10:00:00,240,1,Colin Gray,Drizzle / Mist,100,Calm,22,21,,,,,,,,,,,,,
11035,2010-07-15,2010,7,15,ML (McGowan Lake),DL (Deans Lake),LN (Lucy's Cove North),Set Traps,11:45:00,30,1,Colin Gray,None,20,Calm,30,30,,,,,,,,,,,,,
11035,2010-07-15,2010,7,15,ML (McGowan Lake),DL (Deans Lake),DC (Dean's Lake North Coves),Set Traps,12:15:00,255,1,Colin Gray,None,20,Calm,32,30,,,,,,,,,,,,,
11036,2010-07-16,2010,7,16,ML (McGowan Lake),DL (Deans Lake),LN (Lucy's Cove North),Check Traps,09:40:00,80,2,"Colin Gray, Evan Thibault",None,100,Calm,20,22,,,,,,,,,,,,,
11036,2010-07-16,2010,7,16,ML (McGowan Lake),DL (Deans Lake),DC (Dean's Lake North Coves),Check Traps,10:30:00,240,2,"Colin Gray, Evan Thibault",None,100,Calm,24,24,,,,,,,,,,,,,
11037,2010-07-17,2010,7,17,ML (McGowan Lake),DL (Deans Lake),LN (Lucy's Cove North),Pull Traps,14:00:00,40,2,"Colin Gray, Mary Lou Conohan",None,10,Light,28,26,,,,,,,,,,,,,
11045,2010-06-25,2010,6,25,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Set Traps,15:00:00,60,3,"Colin Gray, Jeffie McNeil, Troy Frech",None,20,Calm,29,30,,,,,,,,,,,,,
11045,2010-06-25,2010,6,25,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Set Traps,15:30:00,300,3,"Colin Gray, Jeffie McNeil, Troy Frech",None,90,Light,28,29,,,,,,,,,,,,,
11045,2010-06-25,2010,6,25,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Set Traps,17:10:00,10,1,"Colin Gray, Jeffie McNeil, Troy Frech",None,,,,,,,,,,,,,,,,,
11045,2010-06-25,2010,6,25,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Set Traps,17:20:00,10,1,"Colin Gray, Jeffie McNeil, Troy Frech",None,,,,,,,,,,,,,,,,,
11047,2010-06-26,2010,6,26,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Check Traps,14:15:00,30,2,"Colin Gray, Mary Lou Conohan",,,,,,,,,,,,,,,,,,
11047,2010-06-26,2010,6,26,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Check Traps,14:30:00,30,2,"Colin Gray, Mary Lou Conohan",,,,,,,,,,,,,,,,,,
11048,2010-06-27,2010,6,27,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Bait and Check Traps,11:35:00,290,2,"Colin Gray, Jim Moorse",None,100,Calm,24,21,,,,,,,,,,,,,
11048,2010-06-27,2010,6,27,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Bait and Check Traps,14:00:00,30,2,"Colin Gray, Jim Moorse",,,,,,,,,,,,,,,,,,
11048,2010-06-27,2010,6,27,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Bait and Check Traps,14:15:00,30,2,"Colin Gray, Jim Moorse",,,,,,,,,,,,,,,,,,
11049,2010-06-28,2010,6,28,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Pull Traps,16:00:00,15,1,Colin Gray,,,,,,,,,,,,,,,,,,
11049,2010-06-28,2010,6,28,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Pull Traps,16:15:00,15,1,Colin Gray,,,,,,,,,,,,,,,,,,
11738,2011-05-27,2011,5,27,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Visual Survey,14:20:00,12,2,"Jeffie McNeil, JC Dubriuel",None,100,Calm,24,19,,,,,,,,,,,,,
11743,2011-06-01,2011,6,1,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Visual Survey,17:10:00,10,2,"Jeffie McNeil, Sherri Carter",None,90,Moderate,21,,,,,,,,,,,,,,
11743,2011-06-01,2011,6,1,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Visual Survey,17:50:00,10,2,"Jeffie McNeil, Sherri Carter",None,100,Moderate,20,,,,,,,,,,,,,,
11743,2011-06-01,2011,6,1,ML (McGowan Lake),WB (West Bog),NC (North Cove),Visual Survey,18:45:00,30,2,"Jeffie McNeil, Sherri Carter",None,50,Moderate,21,22,,,,,,,,,,,,,
11746,2011-06-02,2011,6,2,ML (McGowan Lake),WB (West Bog),LL (Little Lake),Radio Tracking,17:15:00,10,2,"Jeffie McNeil, Sherri Carter",None,60,Light,25,20,,,,,,,,,,,,,
11746,2011-06-02,2011,6,2,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Radio Tracking,17:20:00,10,2,"Jeffie McNeil, Sherri Carter",None,60,Light,,,,,,,,,,,,,,,
11746,2011-06-02,2011,6,2,ML (McGowan Lake),WB (West Bog),NC (North Cove),Visual Survey,18:00:00,20,2,"Jeffie McNeil, Sherri Carter",None,90,Moderate,20,,,,,,,,,,,,,,
11750,2011-06-04,2011,6,4,ML (McGowan Lake),WB (West Bog),NC (North Cove),Visual Survey,20:47:00,16,2,"Jeffie McNeil, Jean-Christophe Dubreuil",None,100,Calm,16,17,,,,,,,,,,,,,
11760,2011-06-05,2011,6,5,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Radio Tracking,20:15:00,2,1,Jeffie McNeil,None,95,Light,18,22,,,,,,,,,,,,,
11857,2011-06-10,2011,6,10,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,20:00:00,5,1,Jeffie McNeil,None,2,Calm,19,,,,,,,,,,,,,,
11861,2011-06-11,2011,6,11,ML (McGowan Lake),ML (Mid Lake),LO(Long Island),Radio Tracking,21:45:00,3,1,Jeffie McNeil,None,80,Calm,16,20,,,,,,,,,,,,,
11861,2011-06-11,2011,6,11,ML (McGowan Lake),ML (Mid Lake),LI (Lumpy Island),Radio Tracking,22:06:00,1,1,Jeffie McNeil,None,80,Calm,15,21,,,,,,,,,,,,,
11893,2011-06-06,2011,6,6,ML (McGowan Lake),WB (West Bog),1A (West Bog 1A),Radio Tracking,21:18:00,7,1,Troy Frech,None,80,Calm,,,,,,,,,,,,,,,
11909,2011-06-11,2011,6,11,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,20:00:00,5,1,Jeffie McNeil,None,80,Light,,,,,,,,,,,,,,,
11909,2011-06-11,2011,6,11,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Radio Tracking,20:10:00,5,1,Jeffie McNeil,None,80,Light,,,,,,,,,,,,,,,
11917,2011-06-13,2011,6,13,ML (McGowan Lake),WB (West Bog),MK (Mirkwood),Radio Tracking,19:58:00,33,1,Rachel Thibodeau,Drizzle / Mist,100,Light,13,,,,,,,,,,,,,,
11947,2011-07-06,2011,7,6,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Check Traps,13:05:00,50,1,Brad Toms,None,25,Moderate,,,,,,,,,,,,,,,
11948,2011-07-05,2011,7,5,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Check Traps,15:05:00,40,1,Brad Toms,None,50,Moderate,27,,,,,,,,,,,,,,
11949,2011-07-04,2011,7,4,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Set Traps,14:50:00,180,2,"Brad Toms, Leah Vienot",None,100,Moderate,24,,,,,,,,,,,,,,
11949,2011-07-04,2011,7,4,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Set Traps,16:20:00,180,2,"Brad Toms, Leah Vienot",,,,,,,,,,,,,,,,,,
11953,2011-07-12,2011,7,12,ML (McGowan Lake),DL (Deans Lake),BK (Deans Brook),Set Traps,14:45:00,170,1,Brad Toms,None,100,Moderate,22,20.8,,,,,,,,,,,,,
11960,2011-07-13,2011,7,13,ML (McGowan Lake),DL (Deans Lake),BK (Deans Brook),Check Traps,14:01:00,194,1,Brad Toms,None,25,Light,24.1,23,,,,,,,,,,,,,
11977,2011-06-21,2011,6,21,ML (McGowan Lake),DL (Deans Lake),,Radio Tracking,20:45:00,210,3,"Jesse Saroli, Benna Keoghoe, Lindsey Beals",None,75,Light,17,19,,,,,,,,,,,,,
11984,2011-06-25,2011,6,25,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Radio Tracking,21:00:00,30,2,"Jeffie McNeil, Troy Frech",None,100,Light,13,14,,,,,,,,,,,,,
12004,2011-07-14,2011,7,14,ML (McGowan Lake),DL (Deans Lake),BP (Beaver Pond),Check Traps,14:40:00,30,1,Brad Toms,None,100,Moderate,19.7,20.5,,,,,,,,,,,,,
12005,2011-07-15,2011,7,15,ML (McGowan Lake),DL (Deans Lake),BP (Beaver Pond),Check Traps,13:30:00,240,3,"Brad Toms, Sherri Carter, Heather Carter",None,10,Moderate,24.1,,,,,,,,,,,,,,
12006,2011-07-16,2011,7,16,ML (McGowan Lake),DL (Deans Lake),BP (Beaver Pond),Pull Traps,15:50:00,100,1,Brad Toms,None,100,Light,22.1,20.3,,,,,,,,,,,,,
12062,2011-07-25,2011,7,25,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Set Traps,14:22:00,50,1,Jeffie McNeil,None,15,Calm,27,28,,,,,,,,,,,,,
12062,2011-07-25,2011,7,25,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Set Traps,15:30:00,100,1,Jeffie McNeil,None,20,Light,27,26,,,,,,,,,,,,,
12062,2011-07-25,2011,7,25,ML (McGowan Lake),WB (West Bog),BC (West Bog Cove),Set Traps,17:10:00,30,1,Jeffie McNeil,None,10,Light,26,26,,,,,,,,,,,,,
12064,2011-07-26,2011,7,26,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Check Traps,11:45:00,20,4,"Jeffie McNeil, Sherri Carter, Steve Mockford, Jose Lefebvre",None,100,Calm,19,22,,,,,,,,,,,,,
12064,2011-07-26,2011,7,26,ML (McGowan Lake),WB (West Bog),BC (West Bog Cove),Check Traps,12:00:00,20,4,"Jeffie McNeil, Sherri Carter, Steve Mockford, Jose Lefebvre",None,100,Calm,18,21,,,,,,,,,,,,,
12076,2011-07-28,2011,7,28,ML (McGowan Lake),WB (West Bog),BC (West Bog Cove),Bait and Check Traps,14:46:00,4,1,Jeffie McNeil,None,90,Light,22,24,,,,,,,,,,,,,
12076,2011-07-28,2011,7,28,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Radio Tracking,14:50:00,5,1,Jeffie McNeil,None,95,Light,22,22,,,,,,,,,,,,,
12077,2011-07-29,2011,7,29,ML (McGowan Lake),WB (West Bog),BC (West Bog Cove),Pull Traps,14:00:00,20,2,"Jeffie McNeil, Sherri Carter",None,50,Light,26,25,,,,,,,,,,,,,
12114,2011-06-28,2011,6,28,ML (McGowan Lake),ML (Mid Lake),LP (Lucy Peninsula),Radio Tracking,20:38:00,12,1,Jeffie McNeil,None,90,Calm,23,,,,,,,,,,,,,,
12114,2011-06-28,2011,6,28,ML (McGowan Lake),ML (Mid Lake),LO(Long Island),Radio Tracking,21:07:00,1,1,Jeffie McNeil,None,90,Calm,23,23,,,,,,,,,,,,,
12115,2011-06-28,2011,6,28,ML (McGowan Lake),WB (West Bog),BC (West Bog Cove),Radio Tracking,21:30:00,2,1,Jeffie McNeil,None,90,Calm,21,,,,,,,,,,,,,,
12125,2011-07-01,2011,7,1,ML (McGowan Lake),EB (East Brook),PR (Peninsula Road),Radio Tracking,20:17:00,110,1,Troy Frech. Jeffie McNeil,None,50,Calm,25,,,,,,,,,,,,,,
12136,2011-06-22,2011,6,22,ML (McGowan Lake),SD (South Deans),PP (Pats Point),Radio Tracking,19:45:00,75,1,Jesse Saroli,None,25,Light,11,,,,,,,,,,,,,,
12150,2011-06-30,2011,6,30,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Radio Tracking,20:15:00,3,1,Jeffie McNeil,None,20,Calm,24,,,,,,,,,,,,,,
12160,2011-07-22,2011,7,22,ML (McGowan Lake),DL (Deans Lake),LC (Lucys Cove),Set Traps,10:30:00,150,1,Colin Gray,None,70,Light,32,25,,,,,,,,,,,,,
12160,2011-07-22,2011,7,22,ML (McGowan Lake),DL (Deans Lake),DC (Dean's Lake North Coves),Set Traps,13:00:00,120,1,Colin Gray,None,40,Light,32,26,,,,,,,,,,,,,
12161,2011-07-23,2011,7,23,ML (McGowan Lake),DL (Deans Lake),LC (Lucys Cove),Check Traps,07:00:00,60,1,Colin Gray,None,40,Calm,23,26,,,,,,,,,,,,,
12161,2011-07-23,2011,7,23,ML (McGowan Lake),DL (Deans Lake),DC (Dean's Lake North Coves),Check Traps,08:00:00,90,1,Colin Gray,None,40,Calm,24,26,,,,,,,,,,,,,
12162,2011-07-24,2011,7,24,ML (McGowan Lake),DL (Deans Lake),LC (Lucys Cove),Bait and Check Traps,09:00:00,60,1,Colin Gray,None,20,Light,25,26,,,,,,,,,,,,,
12162,2011-07-24,2011,7,24,ML (McGowan Lake),DL (Deans Lake),DC (Dean's Lake North Coves),Bait and Check Traps,10:00:00,100,1,Colin Gray,None,20,Light,25,26,,,,,,,,,,,,,
